账号名称,直播id,直播标题,开播时间,关播时间,直播时长,峰值人数,平均人数,收获音浪,粉丝音浪,非粉音浪,首次送礼用户音浪,送礼人数,送礼粉丝人数,送礼非粉人数,首次送礼人数,预计收入,曝光人数,观看人数,观看粉丝人数,观看非粉人数,涨粉人数,掉粉人数,加团人数,人均停留时长,粉丝人均停留时长,非粉人均停留时长,评论人数,评论粉丝人数,评论非粉人数,点赞次数,点赞粉丝次数,点赞非粉次数,分享次数,分享粉丝次数,分享非粉次数,曝光分布,观看分布,群内粉丝,群外粉丝,观看率,涨粉率,评论率,送礼率,粉丝观看率,粉丝评论率,粉丝点赞率,粉丝分享率,粉丝送礼率,群内粉丝率,创建时间
"财经葛先生","7620293488164244234","黄金、A股暴跌，要跑呢？","""2026-03-23T03:51:02.000Z""","""2026-03-23T04:43:37.000Z""",52,6907,5223,2460,2454,6,208,1156,1153,3,134,"122.00",388599,46406,13474,32932,1649,23,99,"5.0500","11.0300","1.0800",1323,1132,191,241715,234796,6919,220,176,44,,,3892,9582,"0.1194","0.0355","0.0285","0.0249","0.2904","0.8556","0.9714","0.8000","0.9974","0.2889","""2026-03-26T02:32:57.000Z"""
"财经葛先生","7619267758798686986","A股失守4000 黄金跌宕；速来！抓下周策略！","""2026-03-20T09:30:36.000Z""","""2026-03-20T10:26:43.000Z""",56,3858,2930,1329,1329,0,46,323,323,0,40,"66.00",146920,32429,8982,23447,390,14,32,"4.2500","9.2200","0.7700",1106,953,153,171690,166652,5038,51,45,6,,,2918,6064,"0.2207","0.0120","0.0341","0.0100","0.2770","0.8617","0.9707","0.8824","1.0000","0.3249","""2026-03-26T02:33:39.000Z"""
"财经葛先生","7619182520983014190","终于止跌！风险解除了吗","""2026-03-20T03:59:52.000Z""","""2026-03-20T04:48:46.000Z""",48,3925,3193,1703,1692,11,119,688,682,6,74,"85.00",135314,27391,9545,17846,314,11,57,"4.9500","9.2500","0.7800",1361,1227,134,192349,189924,2425,53,45,8,,,3198,6347,"0.2024","0.0115","0.0497","0.0251","0.3485","0.9015","0.9874","0.8491","0.9913","0.3350","""2026-03-26T02:34:17.000Z"""
"财经葛先生","7618896864083168046","黄金狂泻！A股跌破4000！牛没了吗？","""2026-03-19T09:31:19.000Z""","""2026-03-19T10:29:32.000Z""",58,5726,4507,2213,2196,17,182,572,561,11,100,"110.00",297523,49493,12469,37024,1150,15,64,"4.4300","10.3200","1.0500",1859,1498,361,61976,60147,1829,129,85,44,,,3771,8698,"0.1664","0.0232","0.0376","0.0116","0.2519","0.8058","0.9705","0.6589","0.9808","0.3024","""2026-03-26T02:34:57.000Z"""
"财经葛先生","7618811302768642866","黄金 A 股齐崩，抄底还是止损？","""2026-03-19T03:59:21.000Z""","""2026-03-19T04:58:05.000Z""",58,3720,3027,1679,1674,5,90,570,568,2,40,"83.00",125103,23912,9990,13922,318,8,26,"6.5800","10.5000","1.0200",1438,1308,130,116964,113455,3509,66,58,8,,,3444,6546,"0.1911","0.0133","0.0601","0.0238","0.4178","0.9096","0.9700","0.8788","0.9965","0.3447","""2026-03-26T02:35:36.000Z"""
"财经葛先生","7618576251854605091","美联储会议召开 黄金暴跌如何？","""2026-03-18T12:47:08.000Z""","""2026-03-18T13:50:49.000Z""",63,6818,5069,3662,3646,16,384,515,505,10,119,"183.00",333337,49538,15218,34320,1716,22,79,"5.5500","9.2700","1.4000",2038,1571,467,437474,426607,10867,223,171,52,,,0,,"0.1486","0.0346","0.0411","0.0104","0.3072","0.7709","0.9752","0.7668","0.9806","0.0000","""2026-03-26T02:36:13.000Z"""
"财经葛先生","7618527294381968179","A股科技领涨！黄金微跌！","""2026-03-18T09:37:24.000Z""","""2026-03-18T10:23:00.000Z""",45,2351,1811,511,440,71,136,229,224,5,24,"25.00",69756,12274,6324,5950,106,7,12,"5.9000","7.9000","0.9000",713,667,46,24768,23896,872,23,21,2,,,0,,"0.1760","0.0086","0.0581","0.0187","0.5152","0.9355","0.9648","0.9130","0.9782","0.0000","""2026-03-26T02:36:50.000Z"""
"财经葛先生","7618441906955062042","A股、黄金大跌！牛没了？","""2026-03-18T04:06:02.000Z""","""2026-03-18T05:05:14.000Z""",59,2736,2258,1403,1400,3,67,601,599,2,29,"70.00",82429,15437,8085,7352,137,9,17,"7.7300","9.6500","1.1300",1081,1002,79,37410,36788,622,33,30,3,,,0,,"0.1873","0.0089","0.0700","0.0389","0.5237","0.9269","0.9834","0.9091","0.9967","0.0000","""2026-03-26T02:37:27.000Z"""
"财经葛先生","7618154774584019762","注意!!! A股暴跌！加仓？逃跑？","""2026-03-17T09:31:53.000Z""","""2026-03-17T10:23:32.000Z""",51,2072,1683,1194,1191,3,26,242,240,2,15,"59.00",102628,12493,6412,6081,84,6,9,"6.1800","7.8200","1.2800",853,765,88,20607,20372,235,21,20,1,,,0,,"0.1217","0.0067","0.0683","0.0194","0.5132","0.8968","0.9886","0.9524","0.9917","0.0000","""2026-03-26T02:38:03.000Z"""
"财经葛先生","7618069773691259675","A股、黄金反弹！终于要涨了吗？","""2026-03-17T04:01:56.000Z""","""2026-03-17T05:00:32.000Z""",58,2583,2144,2103,2102,1,107,557,556,1,21,"105.00",71819,14000,7637,6363,105,5,14,"8.2000","9.9300","1.0300",908,854,54,62237,61945,292,41,40,1,,,0,,"0.1949","0.0075","0.0649","0.0398","0.5455","0.9405","0.9953","0.9756","0.9982","0.0000","""2026-03-26T02:38:39.000Z"""
"财经葛先生","7617783330771110702","黄金走弱，有色暴跌，A 股如何布局？","""2026-03-16T09:30:18.000Z""","""2026-03-16T10:25:53.000Z""",55,3912,2886,1110,1101,9,80,442,436,6,56,"55.00",147458,24524,8904,15620,625,11,38,"5.6700","9.5200","1.2500",1870,1611,259,80856,79123,1733,53,46,7,,,0,,"0.1663","0.0255","0.0763","0.0180","0.3631","0.8615","0.9786","0.8679","0.9864","0.0000","""2026-03-26T02:39:17.000Z"""
"财经葛先生","7617698096193030958","黄金、A股暴跌！到底咋了？","""2026-03-16T03:59:30.000Z""","""2026-03-16T04:59:54.000Z""",60,3257,2556,2072,2068,4,49,879,876,3,27,"103.00",100130,16101,8513,7588,181,7,15,"8.7200","11.3800","1.1800",689,636,53,51783,51521,262,67,64,3,,,0,,"0.1608","0.0112","0.0428","0.0546","0.5287","0.9231","0.9949","0.9552","0.9966","0.0000","""2026-03-26T02:39:53.000Z"""
"财经葛先生","7616671041875708718","黄金、A股断崖下跌！到底咋了？","""2026-03-13T09:34:07.000Z""","""2026-03-13T10:24:21.000Z""",50,3241,2591,958,953,5,59,329,326,3,44,"47.00",137339,19152,7639,11513,379,9,24,"5.9500","9.2800","1.3000",1290,1113,177,36109,35817,292,49,42,7,,,0,,"0.1395","0.0198","0.0674","0.0172","0.3989","0.8628","0.9919","0.8571","0.9909","0.0000","""2026-03-26T02:40:31.000Z"""
"财经葛先生","7616586440104889126","黄金 A股 关键节点 短线如何","""2026-03-13T04:05:50.000Z""","""2026-03-13T05:03:16.000Z""",57,2287,1841,2364,2364,0,30,537,537,0,22,"118.00",49656,10161,6844,3317,48,6,10,"9.5800","9.7000","1.0500",447,422,25,45836,44676,1160,23,23,0,,,0,,"0.2046","0.0047","0.0440","0.0528","0.6736","0.9441","0.9747","1.0000","1.0000","0.0000","""2026-03-26T02:41:09.000Z"""
"财经葛先生","7616349782214298383","黄金 A股 关键节点 短线如何","""2026-03-12T12:47:22.000Z""","""2026-03-12T13:52:03.000Z""",64,2032,1662,2239,2237,2,246,440,439,1,38,"111.00",96839,18892,7916,10976,128,10,25,"4.7700","7.3000","0.4000",582,556,26,241323,238928,2395,31,31,0,,,0,,"0.1951","0.0068","0.0308","0.0233","0.4190","0.9553","0.9901","1.0000","0.9977","0.0000","""2026-03-26T02:41:44.000Z"""
"财经葛先生","7616202916785392419","黄金 A股 关键节点 短线如何","""2026-03-12T03:17:48.000Z""","""2026-03-12T04:17:34.000Z""",59,2806,2273,2184,2181,3,75,681,679,2,44,"109.00",126298,19784,7889,11895,209,10,30,"6.1000","9.6500","0.8200",958,874,84,218867,214925,3942,33,28,5,,,0,,"0.1566","0.0106","0.0484","0.0344","0.3988","0.9123","0.9820","0.8485","0.9971","0.0000","""2026-03-26T02:42:56.000Z"""
"财经葛先生","7615967490429946639","今夜CPI 公布 黄金 A股？","""2026-03-11T12:03:48.000Z""","""2026-03-11T13:15:23.000Z""",71,4159,2570,2193,2187,6,198,499,495,4,49,"109.00",146915,26975,11285,15690,294,22,31,"5.8300","7.6800","0.6800",923,796,127,572440,559319,13121,101,91,10,,,0,,"0.1836","0.0109","0.0342","0.0185","0.4184","0.8624","0.9771","0.9010","0.9920","0.0000","""2026-03-26T02:43:31.000Z"""
"财经葛先生","7615831541628832538","黄金、白银、原油、A股，反攻真的要来了吗？","""2026-03-11T03:16:27.000Z""","""2026-03-11T04:04:29.000Z""",48,2700,2152,1829,1826,3,43,544,542,2,27,"91.00",93488,14342,6395,7947,154,9,16,"6.4800","9.1800","0.7800",318,282,36,52177,51927,250,33,30,3,,,0,,"0.1534","0.0107","0.0222","0.0379","0.4459","0.8868","0.9952","0.9091","0.9963","0.0000","""2026-03-26T02:44:07.000Z"""
"财经葛先生","7615557057640024882","冲突基本结束！A股、黄金要起飞?","""2026-03-10T09:31:24.000Z""","""2026-03-10T10:22:10.000Z""",50,2467,2065,918,918,0,50,350,350,0,36,"45.00",122440,16874,6750,10124,170,12,23,"5.4200","8.7000","0.9200",389,347,42,42686,42253,433,39,34,5,,,0,,"0.1378","0.0101","0.0231","0.0207","0.4000","0.8920","0.9899","0.8718","1.0000","0.0000","""2026-03-26T02:44:44.000Z"""
"财经葛先生","7615461163698588442","A股黄金暴力拉升！能上车？","""2026-03-10T03:19:19.000Z""","""2026-03-10T04:07:26.000Z""",48,2686,2285,1736,1730,6,51,636,633,3,33,"86.00",104418,16087,6754,9333,135,8,20,"6.0200","9.0500","0.7300",365,333,32,38454,37644,810,37,32,5,,,0,,"0.1541","0.0084","0.0227","0.0395","0.4198","0.9123","0.9789","0.8649","0.9953","0.0000","""2026-03-26T02:45:21.000Z"""
"财经葛先生","7615186481795124006","A股黄金暴跌！该咋办啊？","""2026-03-09T09:33:17.000Z""","""2026-03-09T10:23:41.000Z""",50,3002,2335,1141,1136,5,24,374,370,4,17,"57.00",156759,23565,7356,16209,181,9,11,"4.1300","8.1500","0.7200",313,275,38,50419,48873,1546,33,28,5,,,0,,"0.1503","0.0077","0.0133","0.0159","0.3122","0.8786","0.9693","0.8485","0.9893","0.0000","""2026-03-26T02:45:57.000Z"""
"财经葛先生","7615089151255366409","A股黄金暴跌！该咋办啊？","""2026-03-09T03:15:48.000Z""","""2026-03-09T04:10:23.000Z""",54,4920,3501,4349,4340,9,223,1038,1033,5,66,"217.00",275251,45392,8695,36697,385,11,34,"3.4000","10.6300","0.6200",843,731,112,428712,409047,19665,91,68,23,,,0,,"0.1649","0.0085","0.0186","0.0229","0.1916","0.8671","0.9541","0.7473","0.9952","0.0000","""2026-03-26T02:46:34.000Z"""
"财经葛先生","7614124052862012194","今夜非农公布 黄金 白银 如何","""2026-03-06T12:50:18.000Z""","""2026-03-06T14:35:59.000Z""",105,8545,5232,5995,5762,233,580,890,762,128,226,"299.00",685377,111001,16647,94354,2901,57,133,"4.0200","10.1200","1.1800",3147,1840,1307,2036152,1634262,401890,352,177,175,,,4937,11710,"0.1620","0.0261","0.0284","0.0080","0.1500","0.5847","0.8026","0.5028","0.8562","0.2966","""2026-03-06T14:50:27.000Z"""
"财经葛先生","7613972269643139878","行情大反攻！黄金今夜暗藏惊人变数？","""2026-03-06T03:01:25.000Z""","""2026-03-06T03:53:19.000Z""",51,2617,2184,1424,1419,5,54,584,580,4,31,"71.00",160670,18552,7188,11364,240,12,20,"5.3500","8.2500","0.9300",971,829,142,124179,118632,5547,38,29,9,,,2951,4237,"0.1155","0.0129","0.0523","0.0315","0.3875","0.8538","0.9553","0.7632","0.9932","0.4105","""2026-03-06T07:27:52.000Z"""
"财经葛先生","7613701609989622579","黄金、白银、原油、A股，反攻真的要来了吗","""2026-03-05T09:31:13.000Z""","""2026-03-05T10:24:53.000Z""",53,2926,2276,728,722,6,59,311,307,4,32,"36.00",174410,23272,7657,15615,383,17,20,"4.3800","8.1300","0.9200",1109,933,176,170036,164431,5605,59,36,23,,,2875,4782,"0.1334","0.0165","0.0477","0.0134","0.3290","0.8413","0.9670","0.6102","0.9871","0.3755","""2026-03-06T07:28:26.000Z"""
"财经葛先生","7613601610702326537","黄金、白银、A股大反攻！该上车了吗？","""2026-03-05T03:03:09.000Z""","""2026-03-05T04:03:42.000Z""",60,2522,2025,2226,2221,5,182,709,707,2,57,"111.00",123501,17810,7493,10317,166,13,40,"6.0200","9.1500","0.7500",1024,942,82,48849,48524,325,66,59,7,,,2936,4557,"0.1442","0.0093","0.0575","0.0398","0.4207","0.9199","0.9933","0.8939","0.9972","0.3918","""2026-03-06T07:29:01.000Z"""
"财经葛先生","7613330636102798130","黄金、A股大幅波动！到底咋办？","""2026-03-04T09:31:36.000Z""","""2026-03-04T10:25:28.000Z""",53,2627,2202,891,889,2,33,268,267,1,22,"44.00",148234,21124,7579,13545,226,10,15,"4.8200","8.4200","0.7700",871,775,96,166442,163101,3341,39,31,8,,,2835,4744,"0.1425","0.0107","0.0412","0.0127","0.3588","0.8898","0.9799","0.7949","0.9963","0.3741","""2026-03-06T07:29:36.000Z"""
"财经葛先生","7613234586814090011","黄金、A股大幅波动！到底咋办？","""2026-03-04T03:19:04.000Z""","""2026-03-04T04:02:02.000Z""",42,2860,2458,1813,1810,3,33,556,554,2,26,"90.00",204125,20758,7386,13372,200,19,12,"4.3800","7.6700","0.5800",1015,918,97,106649,100358,6291,48,40,8,,,2985,4401,"0.1017","0.0096","0.0489","0.0268","0.3558","0.9044","0.9410","0.8333","0.9964","0.4041","""2026-03-06T07:30:11.000Z"""
"财经葛先生","7613021508792814370","黄金、白银、暴跌怎么办？","""2026-03-03T13:32:01.000Z""","""2026-03-03T15:28:44.000Z""",116,10264,7214,8716,8645,71,1259,1140,1108,32,384,"435.00",1388616,224164,23620,200544,5771,59,262,"2.8200","11.7700","0.6700",4157,2987,1170,3171538,3019326,152212,518,371,147,,,5537,18083,"0.1614","0.0257","0.0185","0.0051","0.1054","0.7185","0.9520","0.7162","0.9719","0.2344","""2026-03-06T07:30:46.000Z"""
"财经葛先生","7612960447645469449","黄金、白银、A股怎么了？想听！","""2026-03-03T09:35:07.000Z""","""2026-03-03T10:31:54.000Z""",56,5810,4286,1184,1162,22,321,359,347,12,82,"59.00",605534,69396,10266,59130,1246,14,51,"2.6300","8.7800","0.6800",1489,1093,396,368011,352047,15964,123,72,51,,,3430,6836,"0.1146","0.0180","0.0215","0.0052","0.1479","0.7340","0.9566","0.5854","0.9666","0.3341","""2026-03-06T07:31:20.000Z"""
"财经葛先生","7612861232449686282","黄金震荡！A股大跌！","""2026-03-03T03:10:13.000Z""","""2026-03-03T04:15:25.000Z""",65,2842,2202,3668,3665,3,88,701,698,3,43,"183.00",179702,19935,7759,12176,213,21,26,"6.3300","10.3000","0.6700",1070,975,95,424356,414615,9741,42,34,8,,,3436,4323,"0.1109","0.0107","0.0537","0.0352","0.3892","0.9112","0.9770","0.8095","0.9957","0.4428","""2026-03-06T07:31:55.000Z"""
"财经葛先生","7612589955080244006","地缘冲突！黄金、白银、a股怎么办？","""2026-03-02T09:37:24.000Z""","""2026-03-02T10:32:34.000Z""",55,3521,2742,1686,1671,15,95,408,398,10,52,"84.00",254735,32875,8132,24743,401,16,28,"3.7500","9.3200","0.5700",1042,919,123,427904,416028,11876,56,43,13,,,3386,4746,"0.1291","0.0122","0.0317","0.0124","0.2474","0.8820","0.9722","0.7679","0.9755","0.4164","""2026-03-06T07:32:29.000Z"""
"财经葛先生","7612488762118998811","地缘冲突！黄金、白银、a股怎么办？","""2026-03-02T03:04:52.000Z""","""2026-03-02T04:08:54.000Z""",64,3220,2531,2888,2867,21,62,852,847,5,36,"144.00",183525,18710,8793,9917,256,11,13,"7.8700","9.9700","0.9700",1268,1179,89,730757,715612,15145,103,87,16,,,3818,4975,"0.1019","0.0137","0.0678","0.0455","0.4700","0.9298","0.9793","0.8447","0.9941","0.4342","""2026-03-06T07:33:03.000Z"""
"财经葛先生","7612257302585985826","大美突袭 黄金 A股 原油","""2026-03-01T12:06:21.000Z""","""2026-03-01T13:17:38.000Z""",71,3376,2744,4225,4220,5,291,1080,1077,3,90,"211.00",157388,25376,10241,15135,375,24,51,"6.8000","11.6500","0.8500",981,880,101,647440,630840,16600,139,133,6,,,3971,6270,"0.1612","0.0148","0.0387","0.0426","0.4036","0.8970","0.9744","0.9568","0.9972","0.3878","""2026-03-06T07:33:38.000Z"""
"财经葛先生","7611913805508922127","财经葛先生正在直播","""2026-02-28T13:53:32.000Z""","""2026-02-28T15:28:24.000Z""",94,4504,3310,7656,7092,564,563,1553,1544,9,184,"382.00",196743,48216,13021,35195,721,42,129,"5.5800","13.0700","0.7500",1474,1325,149,1032148,1015410,16738,180,162,18,,,4802,8219,"0.2451","0.0150","0.0306","0.0322","0.2701","0.8989","0.9838","0.9000","0.9942","0.3688","""2026-03-06T07:34:12.000Z"""
"财经葛先生","7611029632099928884","黄金反弹 A股后市如何","""2026-02-26T04:42:46.000Z""","""2026-02-26T06:09:06.000Z""",86,2002,1564,2768,2765,3,96,952,950,2,61,"138.00",117765,13907,7813,6094,252,15,39,"8.8000","9.3200","1.0500",962,910,52,74620,73685,935,25,24,1,,,0,,"0.1181","0.0181","0.0692","0.0685","0.5618","0.9459","0.9875","0.9600","0.9979","0.0000","""2026-03-06T07:34:50.000Z"""
"财经葛先生","7610042022677826344","黄金反弹 恒生高开A股后市如何","""2026-02-23T12:50:04.000Z""","""2026-02-23T13:49:19.000Z""",59,2261,1765,6541,6105,436,470,1077,1072,5,45,"327.00",84567,15497,7705,7792,109,12,23,"5.8200","8.5000","0.6500",657,629,28,60838,60406,432,76,73,3,,,0,,"0.1833","0.0070","0.0424","0.0695","0.4972","0.9574","0.9929","0.9605","0.9954","0.0000","""2026-03-06T07:36:00.000Z"""
"财经葛先生","7608181935181024035","黄金剧烈调整 A股年后舞力全开","""2026-02-18T12:31:58.000Z""","""2026-02-18T14:13:23.000Z""",101,2700,1390,4897,4894,3,191,939,937,2,47,"244.00",179853,26151,7807,18344,224,7,20,"4.4700","9.7800","0.6300",642,585,57,74346,73933,413,45,39,6,,,0,,"0.1454","0.0086","0.0245","0.0359","0.2985","0.9112","0.9944","0.8667","0.9979","0.0000","""2026-03-06T07:36:34.000Z"""
"财经葛先生","7606337562029951744","CPI今夜来袭黄金是涨是跌？","""2026-02-13T13:14:53.000Z""","""2026-02-13T14:32:47.000Z""",77,5015,3307,7115,7108,7,153,670,668,2,82,"355.00",236665,34600,12401,22199,748,25,53,"6.5200","9.9000","1.0300",1511,1266,245,427309,411844,15465,107,85,22,,,0,,"0.1462","0.0216","0.0437","0.0194","0.3584","0.8379","0.9638","0.7944","0.9970","0.0000","""2026-03-06T07:37:09.000Z"""
"财经葛先生","7606177405870312219","黄金、A股暴跌！机会还是陷阱？","""2026-02-13T02:53:31.000Z""","""2026-02-13T03:49:05.000Z""",55,2985,2471,2502,2487,15,179,654,644,10,60,"125.00",229448,24097,7462,16635,372,8,35,"4.9700","9.4200","0.9800",1134,987,147,539214,520332,18882,49,39,10,,,0,,"0.1050","0.0154","0.0471","0.0271","0.3097","0.8704","0.9650","0.7959","0.9847","0.0000","""2026-03-06T07:37:44.000Z"""
"财经葛先生","7605912103723043610","黄金、A股横盘震荡！横久必暴跌？","""2026-02-12T09:44:18.000Z""","""2026-02-12T10:33:00.000Z""",48,2333,1931,1624,1605,19,50,342,327,15,36,"81.00",121264,18338,5675,12663,195,10,25,"4.3800","9.0500","0.9800",773,665,108,115163,110563,4600,30,23,7,,,2539,3136,"0.1512","0.0106","0.0422","0.0186","0.3095","0.8603","0.9601","0.7667","0.9561","0.4474","""2026-02-12T14:50:38.000Z"""
"财经葛先生","7605807922546854682","黄金、A股横盘震荡！横久必暴跌？","""2026-02-12T02:59:49.000Z""","""2026-02-12T03:50:17.000Z""",50,2744,2181,1668,1551,117,47,567,552,15,32,"83.00",148852,18518,6253,12265,161,6,26,"5.1800","9.2300","0.9000",944,813,131,324697,314197,10500,35,24,11,,,3113,3140,"0.1244","0.0087","0.0510","0.0306","0.3377","0.8612","0.9677","0.6857","0.9735","0.4978","""2026-02-12T14:51:16.000Z"""
"财经葛先生","7605594081380584207","黄金、A股回升！要不要持仓过节？","""2026-02-11T13:09:43.000Z""",,99,11230,7156,13089,9836,3253,4478,1756,1286,470,741,"0.00",651216,113462,14772,98690,5655,61,621,"5.2800","8.8800","1.5200",3778,1970,1808,3201997,2707399,494598,424,196,228,,,5374,9366,"0.1742","0.0498","0.0333","0.0155","0.1302","0.5214","0.8455","0.4623","0.7323","0.3638","""2026-02-11T14:51:27.000Z"""
"财经葛先生","7605437097306016539","黄金、A股回升！要不要持仓过节？","""2026-02-11T03:00:33.000Z""","""2026-02-11T03:53:49.000Z""",53,2709,2261,3337,3265,72,171,778,738,40,97,"166.00",119709,16763,5748,11015,272,7,78,"6.4000","11.3000","1.2200",1013,873,140,214173,201954,12219,31,23,8,,,2898,2850,"0.1400","0.0162","0.0604","0.0464","0.3429","0.8618","0.9429","0.7419","0.9486","0.5042","""2026-02-11T14:52:42.000Z"""
"财经葛先生","7605167124713065226","黄金价格重返5000！是陷阱？还是冲锋号","""2026-02-10T09:33:08.000Z""","""2026-02-10T10:28:51.000Z""",55,2289,1835,3063,3048,15,76,436,425,11,39,"153.00",145577,14619,5669,8950,146,6,24,"6.2200","10.4500","1.1300",993,887,106,315538,306324,9214,51,32,19,,,2837,2832,"0.1004","0.0100","0.0679","0.0298","0.3878","0.8933","0.9708","0.6275","0.9748","0.5004","""2026-02-10T14:51:10.000Z"""
"财经葛先生","7605066313299512102","黄金价格重返5000！是陷阱？还是冲锋号","""2026-02-10T03:01:54.000Z""","""2026-02-10T03:51:41.000Z""",49,3382,2492,2914,2845,69,181,767,731,36,95,"145.00",192062,20144,6100,14044,401,8,68,"5.4200","10.0300","1.2000",1282,1063,219,191849,178559,13290,51,36,15,,,3042,3056,"0.1049","0.0199","0.0636","0.0381","0.3028","0.8292","0.9307","0.7059","0.9531","0.4987","""2026-02-10T07:20:48.000Z"""
"财经葛先生","7604796745125825326","黄金价格重返5000！是陷阱？还是冲锋号","""2026-02-09T09:35:53.000Z""","""2026-02-09T10:24:23.000Z""",48,5071,3832,3905,3875,30,391,645,638,7,102,"195.00",456784,47397,8129,39268,1160,13,72,"3.1200","10.3300","0.6800",1667,1380,287,423166,407665,15501,69,44,25,,,3267,4862,"0.1038","0.0245","0.0352","0.0136","0.1715","0.8278","0.9634","0.6377","0.9891","0.4019","""2026-02-10T07:21:25.000Z"""
"财经葛先生","7604694959245331250","过年前，黄金还能涨吗","""2026-02-09T03:00:42.000Z""","""2026-02-09T03:51:57.000Z""",51,4226,3354,4691,4670,21,279,1122,1110,12,116,"234.00",346269,39511,8024,31487,939,11,74,"3.5200","9.7500","0.6200",1217,1021,196,89548,87655,1893,79,56,23,,,3493,4531,"0.1141","0.0238","0.0308","0.0284","0.2031","0.8389","0.9789","0.7089","0.9893","0.4353","""2026-02-10T07:22:00.000Z"""
"财经葛先生","7603685973809056563","过年前，黄金还能涨吗","""2026-02-06T09:45:26.000Z""","""2026-02-06T10:38:23.000Z""",52,6104,4496,2763,2732,31,353,754,744,10,205,"138.00",519034,65002,9749,55253,1654,11,168,"2.8200","10.4000","0.7200",2021,1637,384,457611,442828,14783,128,89,39,,,3825,5924,"0.1252","0.0254","0.0311","0.0116","0.1500","0.8100","0.9677","0.6953","0.9867","0.3923","""2026-02-10T07:22:37.000Z"""
"财经葛先生","7603581596985576192","过年前，黄金还能涨吗","""2026-02-06T03:00:13.000Z""","""2026-02-06T03:45:17.000Z""",45,5109,4004,3861,3854,7,260,754,750,4,97,"193.00",432323,48296,8103,40193,1046,7,76,"2.9000","9.2200","0.6300",1583,1292,291,64304,62151,2153,86,55,31,,,3374,4729,"0.1117","0.0217","0.0328","0.0156","0.1678","0.8162","0.9665","0.6395","0.9947","0.4164","""2026-02-10T07:25:04.000Z"""
"财经葛先生","7603311209446066990","黄金、A股暴跌！节前还有机会吗？","""2026-02-05T09:31:08.000Z""","""2026-02-05T10:16:14.000Z""",45,5307,4393,2321,2302,19,255,580,572,8,158,"116.00",438828,53053,8428,44625,1544,14,131,"2.9000","10.7800","0.6300",1797,1492,305,78558,76465,2093,95,72,23,,,3388,5040,"0.1209","0.0291","0.0339","0.0109","0.1589","0.8303","0.9734","0.7579","0.9862","0.4020","""2026-02-10T07:25:40.000Z"""
"财经葛先生","7603210650680167177","黄金、A股暴跌！节前还有机会吗？","""2026-02-05T03:00:51.000Z""","""2026-02-05T03:48:29.000Z""",47,5302,3737,3083,3079,4,403,932,928,4,193,"154.00",299401,35122,7826,27296,1186,12,162,"4.4000","10.5300","0.8300",1508,1289,219,192944,189112,3832,81,73,8,,,3389,4437,"0.1173","0.0338","0.0429","0.0265","0.2228","0.8548","0.9801","0.9012","0.9957","0.4330","""2026-02-10T07:26:18.000Z"""
"财经葛先生","7602940224053889802","黄金A股见底，应该怎么操作？","""2026-02-04T09:31:26.000Z""","""2026-02-04T10:27:11.000Z""",55,4154,3355,2561,2554,7,376,471,465,6,128,"128.00",340716,46761,7465,39296,796,11,100,"3.1700","12.2500","0.5800",1070,900,170,75071,72729,2342,98,71,27,,,3308,4157,"0.1372","0.0170","0.0229","0.0101","0.1596","0.8411","0.9688","0.7245","0.9873","0.4431","""2026-02-10T07:26:59.000Z"""
"财经葛先生","7602837922236205862","黄金白银 A股反弹！机会来临？","""2026-02-04T02:54:44.000Z""","""2026-02-04T04:00:35.000Z""",65,4086,3096,3390,3381,9,180,816,810,6,97,"169.00",343130,37891,8226,29665,738,7,76,"4.5300","11.3200","0.8500",1142,920,222,80865,79169,1696,98,64,34,,,3813,4413,"0.1104","0.0195","0.0301","0.0215","0.2171","0.8056","0.9790","0.6531","0.9926","0.4635","""2026-02-10T07:27:37.000Z"""
"财经葛先生","7602568720113290034","黄金白银 A股反弹！机会来临？","""2026-02-03T09:29:52.000Z""","""2026-02-03T10:34:40.000Z""",64,6210,4264,4853,4824,29,597,1101,1085,16,357,"242.00",647810,63355,9740,53615,1871,21,294,"3.5200","12.7700","0.8300",1616,1259,357,162553,158870,3683,130,92,38,,,4072,5668,"0.0978","0.0295","0.0255","0.0174","0.1537","0.7791","0.9773","0.7077","0.9855","0.4181","""2026-02-10T07:28:52.000Z"""
"财经葛先生","7602468504347904814","黄金白银 A股反弹！机会来临？","""2026-02-03T03:00:57.000Z""","""2026-02-03T03:57:26.000Z""",56,5154,3479,5504,5485,19,181,924,912,12,110,"275.00",517388,46399,7826,38573,1056,9,80,"3.4300","11.1200","0.6800",839,673,166,88365,87264,1101,91,60,31,,,3637,4189,"0.0897","0.0228","0.0181","0.0199","0.1687","0.8021","0.9875","0.6593","0.9870","0.4647","""2026-02-10T07:29:28.000Z"""
"财经葛先生","7602198205677243145","黄金、A股暴跌！今天咋办？","""2026-02-02T09:32:06.000Z""","""2026-02-02T10:29:17.000Z""",57,2462,2044,4568,4568,0,31,415,415,0,30,"228.00",14542,5853,5781,72,19,1,11,"18.9700","13.0000","9.0500",1235,1229,6,84419,84415,4,62,62,0,,,0,,"0.4025","0.0032","0.2110","0.0709","0.9877","0.9951","1.0000","1.0000","1.0000","0.0000","""2026-02-10T07:30:04.000Z"""
