场次ID,客户ID,主播名称,直播间ID,直播主题,报告类型,指标类型,指标值,观看排名,观看时长秒,分析时间,来源文件,创建时间,更新时间
7637118577040050996-点赞榜-105581351687,105581351687,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,点赞榜,26,0,0,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:36,2026-05-09 03:43:36
7637118577040050996-点赞榜-245887544081200,245887544081200,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,点赞榜,18,0,0,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:09,2026-05-09 03:43:09
7637118577040050996-点赞榜-2695648201935411,2695648201935411,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,点赞榜,20,0,0,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:01,2026-05-09 03:43:01
7637118577040050996-点赞榜-370985672907088,370985672907088,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,点赞榜,17,0,0,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:59,2026-05-09 03:42:59
7637118577040050996-点赞榜-64749581762,64749581762,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,点赞榜,25,0,0,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7637118577040050996-点赞榜-80944733369,80944733369,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,点赞榜,23,0,0,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:24,2026-05-09 03:43:24
7637118577040050996-点赞榜-85561366997,85561366997,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,点赞榜,37,0,0,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:59,2026-05-09 03:42:59
7637118577040050996-点赞榜-86512809532,86512809532,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,点赞榜,127,0,0,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:04,2026-05-09 03:43:04
7637118577040050996-点赞榜-92527873673,92527873673,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,点赞榜,208,0,0,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:05,2026-05-09 03:43:05
7637118577040050996-点赞榜-96664788761,96664788761,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,点赞榜,18,0,0,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:21,2026-05-09 03:43:21
7637118577040050996-观看榜-2031495810913741,2031495810913741,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,观看榜,69,3,4140,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:14,2026-05-09 03:43:14
7637118577040050996-观看榜-2365750956537677,2365750956537677,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,观看榜,69,7,4140,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637118577040050996-观看榜-2506503054958359,2506503054958359,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,观看榜,69,1,4140,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:25,2026-05-09 03:43:25
7637118577040050996-观看榜-3245411298194254,3245411298194254,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,观看榜,69,5,4140,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637118577040050996-观看榜-50855101122,50855101122,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,观看榜,69,2,4140,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637118577040050996-观看榜-62931384667,62931384667,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,观看榜,68,9,4080,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7637118577040050996-观看榜-63008078134,63008078134,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,观看榜,68,10,4080,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:26,2026-05-09 03:43:26
7637118577040050996-观看榜-64494542713,64494542713,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,观看榜,68,8,4080,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:05,2026-05-09 03:43:05
7637118577040050996-观看榜-92706198543,92706198543,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,观看榜,69,4,4140,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:36,2026-05-09 03:43:36
7637118577040050996-观看榜-98402319551,98402319551,"财经葛先生",7637118577040050996,"",dbLiveAnalytics,观看榜,69,6,4140,2026-05-08 18:53:19,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7637366039680322342-点赞榜-108186969199,108186969199,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,点赞榜,26,0,0,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:35,2026-05-09 03:43:35
7637366039680322342-点赞榜-1820406597301679,1820406597301679,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,点赞榜,25,0,0,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:40,2026-05-09 03:43:40
7637366039680322342-点赞榜-3007919806482488,3007919806482488,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,点赞榜,25,0,0,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:05,2026-05-09 03:43:05
7637366039680322342-点赞榜-60563704383,60563704383,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,点赞榜,31,0,0,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:40,2026-05-09 03:43:40
7637366039680322342-点赞榜-63055860688,63055860688,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,点赞榜,77,0,0,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:36,2026-05-09 03:43:36
7637366039680322342-点赞榜-64749581762,64749581762,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,点赞榜,31,0,0,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7637366039680322342-点赞榜-66848276889,66848276889,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,点赞榜,22,0,0,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:40,2026-05-09 03:43:40
7637366039680322342-点赞榜-85561366997,85561366997,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,点赞榜,32,0,0,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:59,2026-05-09 03:42:59
7637366039680322342-点赞榜-85891486767,85891486767,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,点赞榜,25,0,0,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:02,2026-05-09 03:43:02
7637366039680322342-点赞榜-93414011151,93414011151,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,点赞榜,21,0,0,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:05,2026-05-09 03:43:05
7637366039680322342-观看榜-101504404766,101504404766,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,观看榜,60,6,3600,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:03,2026-05-09 03:43:03
7637366039680322342-观看榜-1366051150103136,1366051150103136,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,观看榜,60,10,3600,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:05,2026-05-09 03:43:05
7637366039680322342-观看榜-1604923992842039,1604923992842039,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,观看榜,60,5,3600,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:34,2026-05-09 03:43:34
7637366039680322342-观看榜-2359973986192590,2359973986192590,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,观看榜,60,7,3600,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637366039680322342-观看榜-2550481104944432,2550481104944432,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,观看榜,60,9,3600,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637366039680322342-观看榜-3328959832663726,3328959832663726,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,观看榜,60,4,3600,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637366039680322342-观看榜-4264324026083792,4264324026083792,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,观看榜,61,1,3660,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:38,2026-05-09 03:43:38
7637366039680322342-观看榜-54588611927,54588611927,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,观看榜,60,2,3600,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:27,2026-05-09 03:43:27
7637366039680322342-观看榜-59480213242,59480213242,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,观看榜,60,8,3600,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637366039680322342-观看榜-99878649406,99878649406,"财经葛先生",7637366039680322342,"",dbLiveAnalytics,观看榜,60,3,3600,2026-05-08 18:52:43,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7637420863150672650-点赞榜-1292626498435927,1292626498435927,"鹏哥说市",7637420863150672650,"",dbLiveAnalytics,点赞榜,15,0,0,2026-05-08 18:20:06,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7637420863150672650-点赞榜-1860020238820590,1860020238820590,"鹏哥说市",7637420863150672650,"",dbLiveAnalytics,点赞榜,26,0,0,2026-05-08 18:20:06,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:29,2026-05-09 03:43:29
7637420863150672650-点赞榜-2040308303402072,2040308303402072,"鹏哥说市",7637420863150672650,"",dbLiveAnalytics,点赞榜,15,0,0,2026-05-08 18:20:06,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:29,2026-05-09 03:43:29
7637420863150672650-点赞榜-2123876977615549,2123876977615549,"鹏哥说市",7637420863150672650,"",dbLiveAnalytics,点赞榜,10,0,0,2026-05-08 18:20:06,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:40,2026-05-09 03:43:40
7637420863150672650-点赞榜-246719508911895,246719508911895,"鹏哥说市",7637420863150672650,"",dbLiveAnalytics,点赞榜,10,0,0,2026-05-08 18:20:06,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637420863150672650-点赞榜-2915521327532652,2915521327532652,"鹏哥说市",7637420863150672650,"",dbLiveAnalytics,点赞榜,12,0,0,2026-05-08 18:20:06,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:29,2026-05-09 03:43:29
7637420863150672650-点赞榜-413850675971070,413850675971070,"鹏哥说市",7637420863150672650,"",dbLiveAnalytics,点赞榜,10,0,0,2026-05-08 18:20:06,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:40,2026-05-09 03:43:40
7637420863150672650-点赞榜-67441947891,67441947891,"鹏哥说市",7637420863150672650,"",dbLiveAnalytics,点赞榜,10,0,0,2026-05-08 18:20:06,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:19,2026-05-09 03:43:19
7637420863150672650-点赞榜-92296217977,92296217977,"鹏哥说市",7637420863150672650,"",dbLiveAnalytics,点赞榜,9,0,0,2026-05-08 18:20:06,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:32,2026-05-09 03:43:32
7637420863150672650-点赞榜-92328620741,92328620741,"鹏哥说市",7637420863150672650,"",dbLiveAnalytics,点赞榜,10,0,0,2026-05-08 18:20:06,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:33,2026-05-09 03:43:33
7636613330332814107-观看榜-1156284790874343,1156284790874343,"大手财经",7636613330332814107,"",dbLiveAnalytics,观看榜,0,1,0,2026-05-07 18:49:23,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637024591054965513-点赞榜-80526585181,80526585181,"大手财经",7637024591054965513,"",dbLiveAnalytics,点赞榜,2,0,0,2026-05-07 18:48:40,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:02,2026-05-09 03:43:02
7637024591054965513-观看榜-1751966998074880,1751966998074880,"大手财经",7637024591054965513,"",dbLiveAnalytics,观看榜,11,9,660,2026-05-07 18:48:40,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637024591054965513-观看榜-4267680659691216,4267680659691216,"大手财经",7637024591054965513,"",dbLiveAnalytics,观看榜,11,8,660,2026-05-07 18:48:40,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637024591054965513-观看榜-4292097353456254,4292097353456254,"大手财经",7637024591054965513,"",dbLiveAnalytics,观看榜,17,4,1020,2026-05-07 18:48:40,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637024591054965513-观看榜-4438093036782431,4438093036782431,"大手财经",7637024591054965513,"",dbLiveAnalytics,观看榜,19,3,1140,2026-05-07 18:48:40,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:11,2026-05-09 03:43:11
7637024591054965513-观看榜-46602571224316,46602571224316,"大手财经",7637024591054965513,"",dbLiveAnalytics,观看榜,17,5,1020,2026-05-07 18:48:40,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7637024591054965513-观看榜-582116434251513,582116434251513,"大手财经",7637024591054965513,"",dbLiveAnalytics,观看榜,16,6,960,2026-05-07 18:48:40,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637024591054965513-观看榜-7633039580393374778,7633039580393374778,"大手财经",7637024591054965513,"",dbLiveAnalytics,观看榜,11,10,660,2026-05-07 18:48:40,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637024591054965513-观看榜-80526585181,80526585181,"大手财经",7637024591054965513,"",dbLiveAnalytics,观看榜,27,1,1620,2026-05-07 18:48:40,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:02,2026-05-09 03:43:02
7637024591054965513-观看榜-81366268856,81366268856,"大手财经",7637024591054965513,"",dbLiveAnalytics,观看榜,13,7,780,2026-05-07 18:48:40,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637024591054965513-观看榜-93089273853,93089273853,"大手财经",7637024591054965513,"",dbLiveAnalytics,观看榜,21,2,1260,2026-05-07 18:48:40,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:56,2026-05-09 03:42:56
7637072969957002018-观看榜-111404479482,111404479482,"老渔财经",7637072969957002018,"",dbLiveAnalytics,观看榜,50,1,3000,2026-05-07 18:47:36,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:59,2026-05-09 03:42:59
7637061856485739290-点赞榜-110735360367,110735360367,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,点赞榜,10,0,0,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:59,2026-05-09 03:42:59
7637061856485739290-点赞榜-13007967228,13007967228,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,点赞榜,16,0,0,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:59,2026-05-09 03:42:59
7637061856485739290-点赞榜-1732470232849495,1732470232849495,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,点赞榜,13,0,0,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:14,2026-05-09 03:43:14
7637061856485739290-点赞榜-2233813065796360,2233813065796360,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,点赞榜,13,0,0,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637061856485739290-点赞榜-4120593849660596,4120593849660596,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,点赞榜,12,0,0,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637061856485739290-点赞榜-88975377858,88975377858,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,点赞榜,10,0,0,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637061856485739290-点赞榜-94391455957,94391455957,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,点赞榜,122,0,0,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:56,2026-05-09 03:42:56
7637061856485739290-点赞榜-94862616482,94862616482,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,点赞榜,10,0,0,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:58,2026-05-09 03:42:58
7637061856485739290-点赞榜-97493420142,97493420142,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,点赞榜,14,0,0,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:57,2026-05-09 03:42:57
7637061856485739290-点赞榜-99610208737,99610208737,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,点赞榜,11,0,0,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637061856485739290-观看榜-101425819684,101425819684,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,观看榜,42,2,2520,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:57,2026-05-09 03:42:57
7637061856485739290-观看榜-101677780913,101677780913,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,观看榜,42,1,2520,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637061856485739290-观看榜-108470005740,108470005740,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,观看榜,41,8,2460,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637061856485739290-观看榜-1732470232849495,1732470232849495,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,观看榜,41,7,2460,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:14,2026-05-09 03:43:14
7637061856485739290-观看榜-2233813065796360,2233813065796360,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,观看榜,42,5,2520,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637061856485739290-观看榜-237093703650408,237093703650408,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,观看榜,41,9,2460,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:40,2026-05-09 03:43:40
7637061856485739290-观看榜-3270387125716780,3270387125716780,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,观看榜,42,6,2520,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:59,2026-05-09 03:42:59
7637061856485739290-观看榜-4182975342971767,4182975342971767,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,观看榜,42,4,2520,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637061856485739290-观看榜-62121632215,62121632215,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,观看榜,42,3,2520,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7637061856485739290-观看榜-95611239846,95611239846,"老桑财知道",7637061856485739290,"",dbLiveAnalytics,观看榜,41,10,2460,2026-05-07 18:45:14,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:56,2026-05-09 03:42:56
7633283906858486537-点赞榜-1097763908747706,1097763908747706,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,点赞榜,16,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7633283906858486537-点赞榜-111172365146,111172365146,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,点赞榜,15,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:07,2026-05-09 03:43:07
7633283906858486537-点赞榜-3262949322669454,3262949322669454,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,点赞榜,28,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7633283906858486537-点赞榜-470209222672407,470209222672407,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,点赞榜,25,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7633283906858486537-点赞榜-64202442369,64202442369,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,点赞榜,19,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:03,2026-05-09 03:43:03
7633283906858486537-点赞榜-64749581762,64749581762,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,点赞榜,21,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7633283906858486537-点赞榜-68348469697,68348469697,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,点赞榜,36,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:21,2026-05-09 03:43:21
7633283906858486537-点赞榜-77792769339,77792769339,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,点赞榜,16,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:03,2026-05-09 03:43:03
7633283906858486537-点赞榜-85891486767,85891486767,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,点赞榜,15,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:02,2026-05-09 03:43:02
7633283906858486537-点赞榜-97496097261,97496097261,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,点赞榜,17,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7633283906858486537-观看榜-108935618594,108935618594,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,观看榜,52,5,3120,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633283906858486537-观看榜-1319036708204959,1319036708204959,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,观看榜,53,1,3180,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:38,2026-05-09 03:43:38
7633283906858486537-观看榜-1366051150103136,1366051150103136,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,观看榜,52,3,3120,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:05,2026-05-09 03:43:05
7633283906858486537-观看榜-2642866293181975,2642866293181975,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,观看榜,52,8,3120,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:39,2026-05-09 03:43:39
7633283906858486537-观看榜-62183794407,62183794407,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,观看榜,52,6,3120,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:36,2026-05-09 03:43:36
7633283906858486537-观看榜-64749581762,64749581762,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,观看榜,52,9,3120,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7633283906858486537-观看榜-86922552463,86922552463,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,观看榜,52,4,3120,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633283906858486537-观看榜-899856687440493,899856687440493,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,观看榜,52,7,3120,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633283906858486537-观看榜-91636585355,91636585355,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,观看榜,52,2,3120,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:31,2026-05-09 03:43:31
7633283906858486537-观看榜-92706198543,92706198543,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,观看榜,52,10,3120,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:36,2026-05-09 03:43:36
7633283906858486537-首关榜-101657234072,101657234072,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,首关榜,1,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633283906858486537-首关榜-110274537915,110274537915,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,首关榜,7,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633283906858486537-首关榜-2228081731050044,2228081731050044,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,首关榜,2,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633283906858486537-首关榜-3280542615478283,3280542615478283,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,首关榜,2,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633283906858486537-首关榜-400694546013438,400694546013438,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,首关榜,11,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633283906858486537-首关榜-726095768334781,726095768334781,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,首关榜,2,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:41,2026-05-09 03:43:41
7633283906858486537-首关榜-76041668220,76041668220,"财经葛先生",7633283906858486537,"",dbLiveAnalytics,首关榜,6,0,0,2026-05-07 16:01:21,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:40,2026-05-09 03:43:40
7633655402496150282-点赞榜-100799350945,100799350945,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,点赞榜,16,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:22,2026-05-09 03:43:22
7633655402496150282-点赞榜-105301317953,105301317953,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,点赞榜,17,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:25,2026-05-09 03:43:25
7633655402496150282-点赞榜-109878868092,109878868092,"财经葛先生",7633655402496150282,"",dbLiveAnalytics,点赞榜,198,0,0,2026-05-07 16:00:45,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:02,2026-05-09 03:43:02
