场次ID,客户ID,主播名称,直播间ID,直播主题,报告类型,指标类型,指标值,观看排名,观看时长秒,分析时间,来源文件,创建时间,更新时间
7613972370461657871-观看榜-60731315753,60731315753,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,观看榜,43,9,2580,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-观看榜-67021423983,67021423983,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,观看榜,44,8,2640,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-观看榜-73156412076,73156412076,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,观看榜,47,7,2820,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-观看榜-93089273853,93089273853,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,观看榜,70,1,4200,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:42:56,2026-05-09 03:42:56
7613972370461657871-观看榜-93400962286,93400962286,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,观看榜,68,2,4080,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-财经木子桐,财经木子桐,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,,,0,0,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-08 06:00:55,2026-05-08 10:48:22
7613972370461657871-首关榜-147772608352832,147772608352832,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,首关榜,1,0,0,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-首关榜-2103797635089180,2103797635089180,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,首关榜,1,0,0,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-首关榜-2769008325299987,2769008325299987,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,首关榜,1,0,0,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-首关榜-3370434949557291,3370434949557291,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,首关榜,1,0,0,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-首关榜-3918259056548620,3918259056548620,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,首关榜,1,0,0,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-首关榜-3998264361758440,3998264361758440,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,首关榜,1,0,0,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-首关榜-502917214507513,502917214507513,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,首关榜,1,0,0,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-首关榜-93400962286,93400962286,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,首关榜,1,0,0,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-首关榜-939412552690796,939412552690796,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,首关榜,1,0,0,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613972370461657871-首关榜-969147971540855,969147971540855,"财经木子桐",7613972370461657871,"",dbLiveAnalytics,首关榜,1,0,0,2026-03-06 15:26:41,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613679034135907107-点赞榜-1402617401980285,1402617401980285,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,点赞榜,5,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:07,2026-05-09 03:43:07
7613679034135907107-点赞榜-1556556820776168,1556556820776168,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,点赞榜,6,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:27,2026-05-09 03:43:27
7613679034135907107-点赞榜-1711301526815357,1711301526815357,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,点赞榜,7,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:07,2026-05-09 03:43:07
7613679034135907107-点赞榜-1873156326567479,1873156326567479,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,点赞榜,5,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:25,2026-05-09 03:43:25
7613679034135907107-点赞榜-2915530134796856,2915530134796856,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,点赞榜,5,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:07,2026-05-09 03:43:07
7613679034135907107-点赞榜-325052858644835,325052858644835,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,点赞榜,3,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:29,2026-05-09 03:43:29
7613679034135907107-点赞榜-59193407256,59193407256,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,点赞榜,4,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:25,2026-05-09 03:43:25
7613679034135907107-点赞榜-72518086380,72518086380,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,点赞榜,16,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:29,2026-05-09 03:43:29
7613679034135907107-点赞榜-74417774535975,74417774535975,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,点赞榜,3,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:28,2026-05-09 03:43:28
7613679034135907107-点赞榜-927582499904260,927582499904260,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,点赞榜,4,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:27,2026-05-09 03:43:27
7613679034135907107-观看榜-101821987576,101821987576,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,观看榜,39,1,2340,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:08,2026-05-09 03:43:08
7613679034135907107-观看榜-102053720541,102053720541,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,观看榜,38,9,2280,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:29,2026-05-09 03:43:29
7613679034135907107-观看榜-103160606229,103160606229,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,观看榜,38,7,2280,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613679034135907107-观看榜-109592245050,109592245050,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,观看榜,38,8,2280,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613679034135907107-观看榜-114791199025853,114791199025853,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,观看榜,39,2,2340,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:02,2026-05-09 03:43:02
7613679034135907107-观看榜-1873156326567479,1873156326567479,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,观看榜,39,5,2340,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:25,2026-05-09 03:43:25
7613679034135907107-观看榜-2286617950692424,2286617950692424,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,观看榜,38,6,2280,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:29,2026-05-09 03:43:29
7613679034135907107-观看榜-58565266041,58565266041,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,观看榜,39,3,2340,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:28,2026-05-09 03:43:28
7613679034135907107-观看榜-63771656589,63771656589,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,观看榜,38,10,2280,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:06,2026-05-09 03:43:06
7613679034135907107-观看榜-73836273418,73836273418,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,观看榜,39,4,2340,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613679034135907107-财经吴大拿,财经吴大拿,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,,,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-08 06:00:54,2026-05-08 10:48:22
7613679034135907107-首关榜-105906482033,105906482033,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,首关榜,2,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613679034135907107-首关榜-106918255310,106918255310,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,首关榜,2,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613679034135907107-首关榜-681305330421165,681305330421165,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,首关榜,2,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
7613679034135907107-首关榜-7608533516510905403,7608533516510905403,"财经吴大拿",7613679034135907107,"",dbLiveAnalytics,首关榜,1,0,0,2026-03-06 15:26:12,"douyin_creator_live_room_analytics_data",2026-05-09 03:43:30,2026-05-09 03:43:30
db::7613972370461657871::点赞榜::101238603785,101238603785,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,8,1,324,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:43,2026-05-08 10:11:43
db::7613972370461657871::点赞榜::1077978917770638,1077978917770638,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,22,108,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::110915391918,110915391918,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,32,1012,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:37,2026-05-08 10:12:37
db::7613972370461657871::点赞榜::1115320247911811,1115320247911811,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,3,7,1176,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:59,2026-05-08 10:11:59
db::7613972370461657871::点赞榜::147772608352832,147772608352832,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,19,67,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:40,2026-05-08 10:13:40
db::7613972370461657871::点赞榜::1561756065078542,1561756065078542,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,29,100,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:14,2026-05-08 10:15:14
db::7613972370461657871::点赞榜::1704701395211504,1704701395211504,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,37,184,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::1734352145496986,1734352145496986,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,26,46,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::1919127570363225,1919127570363225,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,38,10,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::1955393407025251,1955393407025251,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,44,64,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::2030142651120906,2030142651120906,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,34,76,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::2103797635089180,2103797635089180,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,16,93,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:19,2026-05-08 10:13:19
db::7613972370461657871::点赞榜::2654670541041897,2654670541041897,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,25,73,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::2657935405619338,2657935405619338,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,33,141,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::2769008325299987,2769008325299987,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,18,79,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:10,2026-05-08 10:13:10
db::7613972370461657871::点赞榜::309401391733705,309401391733705,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,41,124,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::3370434949557291,3370434949557291,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,15,121,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:51,2026-05-08 10:12:51
db::7613972370461657871::点赞榜::3458385673744140,3458385673744140,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,45,51,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::3569474164763420,3569474164763420,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,35,112,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::3600221828561832,3600221828561832,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,5,3,425,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:15,2026-05-08 10:12:15
db::7613972370461657871::点赞榜::3669520266323027,3669520266323027,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,36,81,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::3903689392667491,3903689392667491,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,47,54,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::3918259056548620,3918259056548620,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,12,3320,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:00,2026-05-08 10:12:00
db::7613972370461657871::点赞榜::3998264361758440,3998264361758440,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,13,1301,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:15,2026-05-08 10:12:15
db::7613972370461657871::点赞榜::4185163996599236,4185163996599236,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,20,82,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::435033397015848,435033397015848,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,39,1838,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::4461165841487339,4461165841487339,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,27,54,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::4463651807039928,4463651807039928,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,10,55,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:40,2026-05-08 10:13:40
db::7613972370461657871::点赞榜::502917214507513,502917214507513,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,21,85,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:27,2026-05-08 10:13:27
db::7613972370461657871::点赞榜::57061127161,57061127161,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,4,5,121,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:51,2026-05-08 10:12:51
db::7613972370461657871::点赞榜::590871089402800,590871089402800,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,23,139,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::60731315753,60731315753,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,11,2607,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:15,2026-05-08 10:12:15
db::7613972370461657871::点赞榜::712083687869006,712083687869006,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,3,6,664,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:01,2026-05-08 10:13:01
db::7613972370461657871::点赞榜::7490158887535346747,7490158887535346747,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,24,78,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::7589220169990489147,7589220169990489147,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,30,64,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::7592971459023750193,7592971459023750193,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,31,60,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::7595555406895039547,7595555406895039547,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,40,217,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::7597754676607829049,7597754676607829049,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,46,36,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::7612836280536433713,7612836280536433713,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,5,4,46,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:37,2026-05-08 10:12:37
db::7613972370461657871::点赞榜::92453963279,92453963279,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,28,76,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::93089273853,93089273853,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,7,2,4222,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:39,2026-05-08 10:11:39
db::7613972370461657871::点赞榜::93400962286,93400962286,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,9,4065,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:43,2026-05-08 10:11:43
db::7613972370461657871::点赞榜::939412552690796,939412552690796,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,17,102,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:01,2026-05-08 10:13:01
db::7613972370461657871::点赞榜::961410260280131,961410260280131,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,43,49,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::969147971540855,969147971540855,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,14,168,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:37,2026-05-08 10:12:37
db::7613972370461657871::点赞榜::977881087347801,977881087347801,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,1,42,97,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::点赞榜::993547235626253,993547235626253,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,点赞榜,2,8,1196,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:41,2026-05-08 10:11:41
db::7613972370461657871::观看榜::100071844618,100071844618,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,26,32,1530,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::观看榜::100518552254,100518552254,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,6,167,382,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::观看榜::100601684516,100601684516,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,9,116,559,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::观看榜::100931692074,100931692074,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,31,22,1885,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::观看榜::101238603785,101238603785,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,5,192,324,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:43,2026-05-08 10:11:43
db::7613972370461657871::观看榜::101337997501,101337997501,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,19,50,1134,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::观看榜::101344740174,101344740174,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,15,69,879,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:50,2026-05-08 10:11:50
db::7613972370461657871::观看榜::101667127505,101667127505,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,31,25,1833,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:39,2026-05-08 10:15:39
db::7613972370461657871::观看榜::101726723557,101726723557,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,20,40,1222,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::观看榜::101746646099,101746646099,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,5,197,317,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::观看榜::102011305991,102011305991,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,6,173,368,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::观看榜::102160613757,102160613757,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,8,140,476,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::观看榜::102750830410,102750830410,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,5,191,325,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:17,2026-05-08 10:17:17
db::7613972370461657871::观看榜::102829342351,102829342351,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,29,28,1741,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:39,2026-05-08 10:13:39
db::7613972370461657871::观看榜::102937832575,102937832575,"财经木子桐",7613972370461657871,"大盘止跌回升，反攻信号开始？",dbLiveAnalytics,观看榜,21,39,1238,2026-03-06 11:01:56,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:44,2026-05-08 10:16:44
