账号名称,直播id,直播标题,开播时间,关播时间,直播时长,峰值人数,平均人数,收获音浪,粉丝音浪,非粉音浪,首次送礼用户音浪,送礼人数,送礼粉丝人数,送礼非粉人数,首次送礼人数,预计收入,曝光人数,观看人数,观看粉丝人数,观看非粉人数,涨粉人数,掉粉人数,加团人数,人均停留时长,粉丝人均停留时长,非粉人均停留时长,评论人数,评论粉丝人数,评论非粉人数,点赞次数,点赞粉丝次数,点赞非粉次数,分享次数,分享粉丝次数,分享非粉次数,曝光分布,观看分布,群内粉丝,群外粉丝,观看率,涨粉率,评论率,送礼率,粉丝观看率,粉丝评论率,粉丝点赞率,粉丝分享率,粉丝送礼率,群内粉丝率,创建时间
财经葛先生,7626690553664539407,"",2026-04-09 14:50:21,2026-04-09 14:50:21,0,,,,,,,,,,,,,30,,,,,,920,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-09 14:50:21
财经葛先生,7626604556220025650,"",2026-04-09 14:50:59,2026-04-09 14:50:59,0,,,,,,,,,,,,,30,,,,,,1080,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-09 14:50:59
财经葛先生,7626976336749267739,"牛归速回！",2026-04-10 04:03:50,2026-04-10 04:03:50,0,,,,,,,,,,,,,381,,,,,,2388,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-10 04:03:50
财经葛先生,7626976336749267739,"",2026-04-10 10:19:42,2026-04-10 10:19:42,0,,,,,,,,,,,,,29,,,,,,1046,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-10 10:19:42
财经葛先生,7627099139188345635,"黄金、A股又回落！牛走了吗？",2026-04-10 12:00:11,2026-04-10 12:00:11,0,,,,,,,,,,,,,356,,,,,,848,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-10 12:00:11
财经葛先生,7627099139188345635,"",2026-04-10 14:18:29,2026-04-10 14:18:29,0,,,,,,,,,,,,,29,,,,,,390,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-10 14:18:29
财经葛先生,7628217532521810722,"黄金、A股持续震荡！散户咋办？",2026-04-13 12:20:13,2026-04-13 12:20:13,0,,,,,,,,,,,,,364,,,,,,2899,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-13 12:20:13
财经葛先生,7628217532521810722,"",2026-04-13 14:19:20,2026-04-13 14:19:20,0,,,,,,,,,,,,,29,,,,,,1464,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-13 14:19:20
财经葛先生,7628831009345211146,"黄金、A股能持续上涨吗？",2026-04-15 04:00:52,2026-04-15 04:00:52,0,,,,,,,,,,,,,464,,,,,,1850,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-15 04:00:52
财经葛先生,7628953911524985652,"",2026-04-15 11:57:44,2026-04-15 11:57:44,0,,,,,,,,,,,,,1,,,,,,36,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-15 11:57:44
财经葛先生,7628954666503572239,"黄金、A股持续震荡！散户咋办？",2026-04-15 12:00:34,2026-04-15 12:00:34,0,,,,,,,,,,,,,362,,,,,,2408,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-15 12:00:34
财经葛先生,7629201972255640347,"黄金、A股持续震荡！散户咋办？",2026-04-16 04:00:19,2026-04-16 04:00:19,0,,,,,,,,,,,,,413,,,,,,2412,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-16 04:00:19
财经葛先生,7629288792058645299,"",2026-04-16 09:37:32,2026-04-16 09:37:32,0,,,,,,,,,,,,,3,,,,,,300,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-16 09:37:32
财经葛先生,7629325800017267502,"今夜重要数据公布！A股、黄金何去何从？",2026-04-16 12:01:06,2026-04-16 12:01:06,0,,,,,,,,,,,,,403,,,,,,2252,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-16 12:01:06
财经葛先生,7629573195972004646,"行情落幕？还是倒车接人？",2026-04-17 04:00:54,2026-04-17 04:00:54,0,,,,,,,,,,,,,404,,,,,,2192,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-17 04:00:54
财经葛先生,7629573195972004646,"",2026-04-17 06:34:02,2026-04-17 06:34:02,0,,,,,,,,,,,,,30,,,,,,1080,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-17 06:34:02
财经葛先生,7629325800017267502,"",2026-04-17 06:35:19,2026-04-17 06:35:19,0,,,,,,,,,,,,,28,,,,,,1110,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-17 06:35:19
财经葛先生,7629288792058645299,"",2026-04-17 06:36:03,2026-04-17 06:36:03,0,,,,,,,,,,,,,3,,,,,,280,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-17 06:36:03
财经葛先生,7629201972255640347,"",2026-04-17 06:37:07,2026-04-17 06:37:07,0,,,,,,,,,,,,,30,,,,,,1184,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-17 06:37:07
财经葛先生,7628954666503572239,"",2026-04-17 06:37:53,2026-04-17 06:37:53,0,,,,,,,,,,,,,30,,,,,,1168,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-17 06:37:53
财经葛先生,7628953911524985652,"",2026-04-17 06:38:31,2026-04-17 06:38:31,0,,,,,,,,,,,,,1,,,,,,60,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-17 06:38:31
财经葛先生,7628831009345211146,"",2026-04-17 06:39:39,2026-04-17 06:39:39,0,,,,,,,,,,,,,29,,,,,,1064,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-17 06:39:39
财经葛先生,7629697647499758388,"行情落幕？还是倒车接人？",2026-04-17 12:03:50,2026-04-17 12:03:50,0,,,,,,,,,,,,,380,,,,,,4184,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-17 12:03:50
财经葛先生,7630686139386399514,"A股下午会冲击4100吗？",2026-04-20 03:59:47,2026-04-20 03:59:47,0,,,,,,,,,,,,,415,,,,,,2331,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-20 03:59:47
财经葛先生,7630686139386399514,"",2026-04-20 10:19:25,2026-04-20 10:19:25,0,,,,,,,,,,,,,29,,,,,,1160,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-20 10:19:25
财经葛先生,7629697647499758388,"",2026-04-20 10:20:04,2026-04-20 10:20:04,0,,,,,,,,,,,,,30,,,,,,2020,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-20 10:20:04
财经葛先生,7631057447345064750,"上涨结束？还是倒车接人？",2026-04-21 04:00:33,2026-04-21 04:00:33,0,,,,,,,,,,,,,364,,,,,,2439,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-21 04:00:33
财经葛先生,7631057447345064750,"",2026-04-21 10:19:24,2026-04-21 10:19:24,0,,,,,,,,,,,,,30,,,,,,1080,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-21 10:19:24
财经葛先生,7631181321563147008,"",2026-04-21 14:19:16,2026-04-21 14:19:16,0,,,,,,,,,,,,,30,,,,,,1210,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-21 14:19:16
财经葛先生,7632170456398383915,"",2026-04-24 06:41:31,2026-04-24 06:41:31,0,,,,,,,,,,,,,30,,,,,,1100,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-24 06:41:31
财经葛先生,7632166148603890473,"",2026-04-24 06:42:12,2026-04-24 06:42:12,0,,,,,,,,,,,,,1,,,,,,60,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-24 06:42:12
财经葛先生,7631922890652666664,"",2026-04-24 06:42:51,2026-04-24 06:42:51,0,,,,,,,,,,,,,29,,,,,,1260,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-24 06:42:51
财经葛先生,7631799514996312882,"",2026-04-24 06:43:31,2026-04-24 06:43:31,0,,,,,,,,,,,,,30,,,,,,1120,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-24 06:43:31
财经葛先生,7631562439158434575,"",2026-04-24 06:44:08,2026-04-24 06:44:08,0,,,,,,,,,,,,,29,,,,,,1024,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-24 06:44:08
财经葛先生,7631428971367844634,"",2026-04-24 06:44:45,2026-04-24 06:44:45,0,,,,,,,,,,,,,30,,,,,,1100,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-24 06:44:45
财经葛先生,7632294428094384896,"",2026-04-24 14:18:55,2026-04-24 14:18:55,0,,,,,,,,,,,,,25,,,,,,1301,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-04-24 14:18:55
财经葛先生,7636994903658023730,"",2026-05-07 07:53:33,2026-05-07 07:53:33,0,,,,,,,,,,,,,26,,,,,,1128,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 07:53:33
财经葛先生,7636747319593388815,"",2026-05-07 07:54:54,2026-05-07 07:54:54,0,,,,,,,,,,,,,30,,,,,,1190,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 07:54:54
财经葛先生,7636623672781933322,"",2026-05-07 07:55:49,2026-05-07 07:55:49,0,,,,,,,,,,,,,29,,,,,,1280,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 07:55:49
财经葛先生,7636375750781815586,"",2026-05-07 07:56:26,2026-05-07 07:56:26,0,,,,,,,,,,,,,21,,,,,,1699,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 07:56:26
财经葛先生,7636004712357284642,"",2026-05-07 07:57:03,2026-05-07 07:57:03,0,,,,,,,,,,,,,28,,,,,,1348,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 07:57:03
财经葛先生,7634892164518005556,"",2026-05-07 07:57:44,2026-05-07 07:57:44,0,,,,,,,,,,,,,29,,,,,,1788,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 07:57:44
财经葛先生,7634397265251126026,"",2026-05-07 07:58:20,2026-05-07 07:58:20,0,,,,,,,,,,,,,23,,,,,,1433,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 07:58:20
财经葛先生,7634154347823188787,"",2026-05-07 07:58:57,2026-05-07 07:58:57,0,,,,,,,,,,,,,29,,,,,,1138,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 07:58:57
财经葛先生,7634026183256394523,"",2026-05-07 07:59:33,2026-05-07 07:59:33,0,,,,,,,,,,,,,29,,,,,,1160,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 07:59:33
财经葛先生,7633775583278205711,"",2026-05-07 08:00:09,2026-05-07 08:00:09,0,,,,,,,,,,,,,29,,,,,,1968,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 08:00:09
财经葛先生,7633655402496150282,"",2026-05-07 08:00:45,2026-05-07 08:00:45,0,,,,,,,,,,,,,27,,,,,,1382,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 08:00:45
财经葛先生,7633283906858486537,"",2026-05-07 08:01:21,2026-05-07 08:01:21,0,,,,,,,,,,,,,26,,,,,,1158,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-07 08:01:21
财经葛先生,7637366039680322342,"",2026-05-08 10:52:43,2026-05-08 10:52:43,0,,,,,,,,,,,,,20,,,,,,1803,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-08 10:52:43
财经葛先生,7637118577040050996,"",2026-05-08 10:53:19,2026-05-08 10:53:19,0,,,,,,,,,,,,,20,,,,,,2061,,,,,,,,,,,,{},{},,,,,,,,,,,,,2026-05-08 10:53:19
